Região	Unidade	Latitude	Longitude	Altitude 	Altitude	Altitude	Fator 
SUDESTE	MG	-15,9034243	-44,3039742	781,1794	768,785	-12,39	-12,41
SUDESTE	MG	-18,0821907	-42,9194387	909,1008	898,955	-10,15	-10,19
SUDESTE	MG	-15,3044364	-45,6488167	837,5491	824,998	-12,55	-12,54
SUDESTE	MG	-21,2323512	-43,4101183	579,2446	574,268	-4,98	-4,95
SUDESTE	MG	-16,1049305	-44,6025985	733,8716	721,397	-12,47	-12,53
SUDESTE	MG	-16,5419621	-44,363434	794,4456	782,044	-12,4	-12,43
SUDESTE	MG	-16,2967402	-44,1477475	780,1126	767,815	-12,3	-12,3
SUDESTE	MG	-16,9011613	-40,9281158	326,1243	317,662	-8,46	-8,55
SUDESTE	MG	-17,2831616	-40,9313089	261,3305	252,302	-9,03	-9,01
SUDESTE	MG	-20,3878489	-44,3499067	911,3164	906,6	-4,72	-4,59
SUDESTE	MG	-18,9475626	-49,7666908	527,9419	519,983	-7,96	-8
SUDESTE	MG	-18,9075818	-50,2095614	469,6157	461,897	-7,72	-7,68
SUDESTE	MG	-18,8072714	-48,5753449	854,6342	843,367	-11,27	-11,33
SUDESTE	MG	-21,8813096	-45,0841758	873,297	870,275	-3,02	-3,11
SUDESTE	MG	-19,7876377	-45,2117266	817,5622	809,527	-8,04	-8,08
SUDESTE	MG	-19,422444	-45,8390098	894,4436	885,684	-8,76	-8,78
SUDESTE	MG	-21,8407217	-45,5175245	871,2742	867,969	-3,31	-3,18
SUDESTE	MG	-22,2414191	-45,8823276	824,043	821,207	-2,84	-2,85
SUDESTE	MG	-22,4636082	-45,640787	898,1514	895,799	-2,35	-2,36
SUDESTE	MG	-22,8491812	-46,3214978	881,0427	878,57	-2,47	-2,56
SUDESTE	MG	-22,2551683	-45,711036	821,864	819,285	-2,58	-2,76
SUDESTE	MG	-19,1629028	-45,2232827	758,9578	749,221	-9,74	-9,79
SUDESTE	MG	-19,5658216	-41,3676652	182,2106	173	-9,21	-8,83
SUDESTE	MG	-19,8743152	-41,7745366	499,5678	492,033	-7,53	-7,59
SUDESTE	MG	-19,0519222	-42,1448593	188,8417	177,418	-11,42	-11,24
SUDESTE	MG	-21,4675607	-45,9459534	906,5205	902,668	-3,85	-3,93
SUDESTE	MG	-21,2428986	-44,5121947	1029,6168	1026,1	-3,52	-3,57
SUDESTE	MG	-21,2287792	-44,375841	1008,2594	1005,028	-3,23	-3,3
SUDESTE	MG	-21,1748897	-43,9725096	925,3495	922,002	-3,35	-3,42
SUDESTE	MG	-21,2737762	-46,1433734	831,2676	826,612	-4,66	-4,71
SUDESTE	MG	-21,5618534	-46,3998305	960,2229	956,445	-3,78	-3,8
SUDESTE	MG	-18,8513217	-48,792481	840,7847	829,53	-11,25	-11,2
SUDESTE	MG	-19,5075154	-49,4689217	525,4087	517,676	-7,73	-7,77
SUDESTE	MG	-19,7270904	-50,2407673	428,1486	419,909	-8,24	-8,18
SUDESTE	MG	-19,8066863	-49,919721	450,8332	442,78	-8,05	-8,03
SUDESTE	MG	-19,2879893	-47,6186608	926,0083	916,66	-9,35	-9,35
SUDESTE	MG	-19,6995209	-47,0364498	1250,5157	1242,946	-7,57	-7,75
SUDESTE	MG	-19,1868309	-47,8726841	902,9243	893,214	-9,71	-9,7
SUDESTE	MG	-18,5138638	-47,4072336	757,5018	747,169	-10,33	-10,32
SUDESTE	MG	-17,7407371	-46,1741388	765,9921	753,899	-12,09	-12,21
SUDESTE	MG	-18,4698785	-47,2025528	904,6876	894,538	-10,15	-10,24
SUDESTE	MG	-16,6827553	-42,4678469	334,4836	322,68	-11,8	-11,76
SUDESTE	MG	-16,732908	-43,8464123	661,8062	649,593	-12,21	-12,23
SUDESTE	MG	-19,8855799	-43,8005082	707,7497	701,065	-6,68	-6,73
SUDESTE	RJ	-22,8191022	-43,3066533	4,6103	-1,461	-6,07	-5,98
SUDESTE	RJ	-22,8191546	-43,3065724	3,4603	-2,6	-6,06	-5,98
SUDESTE	RJ	-22,8178444	-43,3062766	14,6296	8,63	-6	-5,98
SUDESTE	RJ	-22,9784683	-42,0202613	7,1432	1,27	-5,87	-5,81
SUDESTE	RJ	-22,5104396	-44,6362521	467,5798	464,083	-3,5	-3,48
SUDESTE	RJ	-23,1948156	-44,7281424	4,9878	0,257	-4,73	-4,64
SUDESTE	RJ	-22,9666781	-44,044784	5,0646	-0,262	-5,33	-4,99
SUDESTE	RJ	-22,5049266	-44,6001948	442,5119	438,895	-3,62	-3,55
SUDESTE	RJ	-22,7040336	-44,0959988	411,2997	406,851	-4,45	-4,48
SUDESTE	RJ	-22,4559617	-44,3943458	405,7945	401,715	-4,08	-4,03
SUDESTE	RJ	-22,6055258	-43,9354219	474,2439	469,489	-4,75	-4,81
SUDESTE	RJ	-22,4497006	-44,3184273	421,9643	417,745	-4,22	-4,2
SUDESTE	RJ	-22,5523662	-44,0681124	456,8881	452,089	-4,8	-4,68
SUDESTE	RJ	-22,5275333	-43,7217355	422,3384	417,349	-4,99	-5,01
SUDESTE	RJ	-22,6387525	-43,6656212	40,5534	35,015	-5,54	-5,51
SUDESTE	RJ	-22,6406837	-43,7130728	40,1829	34,698	-5,48	-5,43
SUDESTE	RJ	-22,1966026	-43,3155047	328,0348	323,273	-4,76	-4,77
SUDESTE	RJ	-22,1249159	-43,228991	279,0801	274,141	-4,94	-4,86
SUDESTE	RJ	-21,938304	-42,5962143	287,8538	282,085	-5,77	-5,79
SUDESTE	RJ	-22,4941699	-43,5208131	494,9074	490,057	-4,85	-4,96
SUDESTE	RJ	-22,4134916	-43,1401147	686,1374	681,703	-4,43	-4,67
SUDESTE	RJ	-21,8441414	-42,5785575	140,7252	134,542	-6,18	-6,15
SUDESTE	RJ	-22,3695553	-41,7845022	6,8678	0,056	-6,81	-6,8
SUDESTE	RJ	-22,5596033	-42,8616097	12,1025	6,083	-6,02	-5,94
SUDESTE	RJ	-21,9206241	-42,1574956	198,4334	192,048	-6,39	-6,37
SUDESTE	RJ	-21,7219195	-41,9422151	87,1561	80,275	-6,88	-6,86
SUDESTE	RJ	-21,6534772	-41,7407452	41,8142	34,886	-6,93	-6,98
SUDESTE	RJ	-21,1267923	-41,9320142	144,9851	137,966	-7,02	-7,04
SUDESTE	RJ	-22,1019283	-41,4521838	8,3029	1,52	-6,78	-6,75
SUDESTE	RJ	-22,0139063	-40,9970758	3,2158	-2,893	-6,11	-6,23
SUDESTE	RJ	-21,4773589	-41,1138355	9,8165	2,975	-6,84	-6,81
SUDESTE	RJ	-22,2759269	-41,70581	9,7671	2,928	-6,84	-6,82
SUDESTE	RJ	-22,4758039	-41,8944387	8,4852	1,682	-6,8	-6,74
SUDESTE	RJ	-22,0823316	-42,0695316	694,5012	688,649	-5,85	-5,92
SUDESTE	RJ	-22,4662465	-42,0717004	17,5032	10,943	-6,56	-6,47
SUDESTE	RJ	-22,8858893	-42,4763552	13,1881	6,958	-6,23	-6,24
SUDESTE	RJ	-22,6917953	-42,5470085	52,1041	45,667	-6,44	-6,4
SUDESTE	RJ	-22,8654856	-42,3152334	17,6148	11,405	-6,21	-6,14
SUDESTE	RJ	-22,5190383	-42,342233	21,1306	14,911	-6,22	-6,13
SUDESTE	RJ	-22,8469856	-42,1858095	6,1169	-0,042	-6,16	-6,1
SUDESTE	RJ	-22,7744833	-41,9305506	2,8971	-3,279	-6,18	-6,15
SUDESTE	RJ	-22,9646069	-42,8697502	7,2391	1,026	-6,21	-6,24
SUDESTE	RJ	-22,9665154	-43,0474734	8,2769	2,201	-6,08	-6,12
SUDESTE	RJ	-22,9548256	-42,7028078	4,2174	-1,975	-6,19	-6,24
SUDESTE	RJ	-22,9346858	-42,6238898	6,1916	0,044	-6,15	-6,13
SUDESTE	RJ	-22,9690651	-42,9833945	7,6704	1,529	-6,14	-6,21
SUDESTE	RJ	-22,9332518	-42,5071982	7,0662	0,932	-6,13	-6,17
SUDESTE	RJ	-22,9344894	-42,3682706	7,5248	1,49	-6,03	-6,06
SUDESTE	RJ	-22,9564139	-42,7804774	2,6057	-3,629	-6,23	-6,26
SUDESTE	RJ	-22,8565366	-43,1030419	2,8454	-3,348	-6,19	-6,17
SUDESTE	RJ	-22,9301715	-42,2285179	7,6483	1,712	-5,94	-5,99
SUDESTE	RJ	-22,9440427	-42,1266524	3,2193	-2,637	-5,86	-5,9
SUDESTE	RJ	-22,883143	-43,1347289	1,9167	-4,219	-6,14	-6,14
SUDESTE	RJ	-22,3891152	-41,7706803	5,5569	-1,215	-6,77	-6,79
SUDESTE	RJ	-22,3890127	-41,7707864	5,5836	-1,196	-6,78	-6,79
SUDESTE	RJ	-22,3868436	-41,7693948	4,7557	-2,036	-6,79	-6,79
SUDESTE	RJ	-22,8465712	-43,2364323	5,5224	-0,549	-6,07	-6,01
SUDESTE	RJ	-22,8236794	-43,231536	4,2861	-1,784	-6,07	-6,02
SUDESTE	RJ	-22,6456087	-43,0701931	5,643	-0,311	-5,95	-5,87
SUDESTE	RJ	-21,2003954	-41,7159273	140,9065	133,872	-7,03	-7
SUDESTE	RJ	-22,7715162	-42,9285341	17,2394	10,816	-6,42	-6,37
SUDESTE	RJ	-22,2449164	-42,9159659	712,8799	708,38	-4,5	-4,63
SUDESTE	RJ	-22,4964825	-44,6605134	465,9653	462,577	-3,39	-3,39
SUDESTE	RJ	-22,9223591	-43,0947502	4,4723	-1,641	-6,11	-6,13
SUDESTE	RJ	-21,4930416	-41,6146152	22,8897	15,567	-7,32	-7,18
SUDESTE	RJ	-22,9267725	-42,9240315	14,8204	8,583	-6,24	-6,29
SUDESTE	RJ	-22,8057794	-42,9810757	28,1618	21,774	-6,39	-6,34
SUDESTE	RJ	-22,3854806	-41,7707501	2,8999	-3,885	-6,78	-6,79
SUDESTE	RJ	-22,3858962	-41,7695291	3,3884	-3,408	-6,8	-6,79
SUDESTE	RJ	-22,3857566	-41,7694381	3,2795	-3,517	-6,8	-6,79
SUDESTE	RJ	-22,2306254	-41,778008	26,1417	19,406	-6,74	-6,78
SUDESTE	RJ	-22,3015488	-41,7230877	9,5652	2,797	-6,77	-6,81
SUDESTE	RJ	-22,3925365	-41,778282	8,2351	1,489	-6,75	-6,8
SUDESTE	RJ	-22,4911055	-41,9149671	9,3268	2,634	-6,69	-6,72
SUDESTE	RJ	-22,5895285	-41,9937954	2,5395	-4,06	-6,6	-6,61
SUDESTE	RJ	-22,6561273	-41,9990294	2,9053	-3,6	-6,51	-6,55
SUDESTE	RJ	-22,7170826	-42,0192771	3,2277	-3,147	-6,37	-6,4
SUDESTE	RJ	-22,7841078	-41,9771028	4,8268	-1,299	-6,13	-6,12
SUDESTE	RJ	-22,8250084	-42,0029427	7,9933	1,959	-6,03	-6,04
SUDESTE	RJ	-22,9085675	-42,0344038	3,1783	-2,717	-5,9	-5,92
SUDESTE	RJ	-22,9515822	-42,0440003	7,6163	1,783	-5,83	-5,86
SUDESTE	SP	-22,6942382	-45,1397548	578,2894	574,942	-3,35	-3,33
SUDESTE	SP	-23,5665728	-46,7325846	790,9201	787,773	-3,15	-3,14
SUDESTE	SP	-21,0858124	-48,4033954	603,5128	596,282	-7,23	-7,26
SUDESTE	SP	-20,9328399	-48,4721842	565,4247	558,083	-7,34	-7,39
SUDESTE	SP	-20,7212416	-48,5363156	588,5254	580,891	-7,63	-7,64
SUDESTE	SP	-20,2623761	-48,674872	465,362	457,099	-8,26	-8,18
SUDESTE	SP	-23,2134842	-45,8605913	625,848	622,525	-3,32	-3,37
SUDESTE	SP	-21,9505266	-50,9414528	326,7462	320,436	-6,31	-6,22
SUDESTE	SP	-22,9044714	-50,0019012	392,2421	386,749	-5,49	-5,46
SUDESTE	SP	-21,7134889	-50,7275925	440,306	433,609	-6,7	-6,66
SUDESTE	SP	-23,7926242	-45,3586985	59,6983	54,984	-4,71	-4,5
SUDESTE	SP	-23,5508467	-46,7315776	721,2766	718,139	-3,14	-3,14
SUDESTE	SP	-23,4114417	-45,593643	721,0226	717,506	-3,52	-3,69
SUDESTE	SP	-21,6251631	-47,0180133	585,4482	580,026	-5,42	-5,41
SUDESTE	SP	-20,5819065	-47,3809555	1011,4015	1005,06	-6,34	-6,42
SUDESTE	SP	-21,2351641	-48,2863848	613,1835	605,96	-7,22	-7,24
SUDESTE	SP	-20,7846569	-49,3581848	528,0101	520,755	-7,26	-7,3
SUDESTE	SP	-21,7549189	-48,9927658	409,2159	402,352	-6,86	-6,96
SUDESTE	SP	-20,2524603	-50,1835142	435,4842	427,587	-7,9	-7,93
SUDESTE	SP	-23,2134838	-45,8605936	624,4169	621,063	-3,35	-3,37
SUDESTE	SP	-23,2127667	-45,859698	624,5631	621,215	-3,35	-3,37
SUDESTE	SP	-23,2225809	-45,8654884	625,3119	621,95	-3,36	-3,37
SUDESTE	SP	-23,234386	-45,8537701	646,4778	643,072	-3,41	-3,38
SUDESTE	SP	-23,225769	-45,8631307	628,2421	624,871	-3,37	-3,37
SUDESTE	SP	-23,2193792	-45,872147	619,3509	615,99	-3,36	-3,36
SUDESTE	SP	-20,1543701	-47,2869208	644,9355	637,021	-7,91	-7,86
SUDESTE	SP	-20,2613997	-47,3674521	1074,8373	1067,483	-7,35	-7,4
SUDESTE	SP	-22,6869607	-44,9842878	623,6579	620,276	-3,38	-3,39
SUDESTE	SP	-23,5293356	-48,0098634	750,2435	746,704	-3,54	-4,22
SUDESTE	SP	-24,4421562	-47,7829551	47,4481	44,257	-3,19	-3,2
SUDESTE	SP	-22,8047918	-48,4274363	751,2908	745,385	-5,91	-5,9
SUDESTE	SP	-20,2417955	-47,3102734	685,5325	678,009	-7,52	-7,58
SUDESTE	SP	-20,2445144	-47,2713686	710,6806	703,128	-7,55	-7,58
SUDESTE	SP	-22,6754365	-45,0007562	556,7662	553,379	-3,39	-3,39
SUDESTE	SP	-25,0202393	-47,9249685	7,7641	6,055	-1,71	-1,7
SUDESTE	SP	-21,5963944	-50,6014286	427,0931	420,202	-6,89	-6,84
SUDESTE	SP	-22,6799845	-44,9911428	573,2414	569,855	-3,39	-3,39
SUDESTE	SP	-22,6916829	-44,9908086	648,7993	645,407	-3,39	-3,39
SUDESTE	SP	-22,6872269	-44,9851633	619,9806	616,596	-3,38	-3,39
SUDESTE	SP	-22,6867011	-44,9847929	619,3382	615,951	-3,39	-3,39
SUDESTE	SP	-22,6873705	-44,9857946	619,3492	615,983	-3,37	-3,39
SUDESTE	SP	-20,0210633	-47,4357342	561,7112	553,153	-8,56	-8,43
SUDESTE	SP	-20,0356026	-48,2229336	497,8106	488,657	-9,15	-9,03
SUDESTE	SP	-20,2716257	-47,4545204	1052,148	1044,924	-7,22	-7,25
SUDESTE	SP	-20,6252754	-49,3528561	474,4983	467,051	-7,45	-7,42
SUDESTE	SP	-22,9381794	-48,3927779	877,8093	872,222	-5,59	-5,55
SUDESTE	SP	-22,9355632	-48,3593177	683,4289	677,741	-5,69	-5,58
SUDESTE	SP	-21,8069298	-48,8385048	448,703	441,615	-7,09	-6,96
SUDESTE	SP	-21,9392862	-48,801115	510,2552	503,277	-6,98	-6,95
SUDESTE	SP	-20,2719653	-47,4553697	1050,542	1043,42	-7,12	-7,24
SUDESTE	SP	-20,5831466	-48,5974632	576,8294	568,859	-7,97	-7,94
SUDESTE	SP	-21,5250232	-50,5516377	446,2828	439,377	-6,91	-6,97
SUDESTE	SP	-21,3975655	-50,4833494	461,3453	454,225	-7,12	-7,13
SUDESTE	SP	-21,3387062	-50,3999975	476,3396	469,095	-7,24	-7,19
SUDESTE	SP	-21,2203796	-50,302928	404,5655	397,077	-7,49	-7,4
SUDESTE	SP	-21,0569952	-50,200953	383,5347	375,857	-7,68	-7,65
SUDESTE	SP	-22,1199909	-51,4089639	432,9665	427,682	-5,28	-5,32
SUDESTE	SP	-22,1281713	-51,4281761	434,3597	429,107	-5,25	-5,27
SUDESTE	SP	-22,1189359	-51,4084312	430,9201	425,611	-5,31	-5,32
SUDESTE	SP	-22,1200227	-51,4075957	430,7727	425,452	-5,32	-5,32
SUDESTE	SP	-22,125346	-51,4027152	427,9115	422,642	-5,27	-5,32
SUDESTE	SP	-21,4375693	-47,0096851	619,1088	613,738	-5,37	-5,31
SUDESTE	SP	-22,6827554	-44,3220917	449,8091	445,725	-4,08	-4,2
SUDESTE	SP	-21,1854098	-49,583083	486,0421	478,75	-7,29	-7,25
SUDESTE	SP	-21,0313645	-49,6469204	469,8903	462,61	-7,28	-7,32
SUDESTE	SP	-22,1199047	-51,408534	436,3673	431,049	-5,32	-5,32
SUDESTE	SP	-21,2410525	-48,2866494	575,5443	568,268	-7,28	-7,24
SUDESTE	SP	-23,2134535	-45,8608179	624,4447	621,025	-3,42	-3,36
SUDESTE	SP	-21,7916176	-50,7968389	490,348	483,797	-6,55	-6,53
SUDESTE	SP	-21,8583693	-50,6893384	499,6409	493,155	-6,49	-6,48
SUDESTE	SP	-22,0105322	-47,4127514	657,4516	651,191	-6,26	-6,25
SUDESTE	SP	-21,6891248	-48,0824053	704,5126	697,524	-6,99	-6,99
SUDESTE	SP	-22,2869041	-48,0025087	775,5456	769,005	-6,54	-6,55
SUDESTE	SP	-22,0373858	-47,8363162	935,6964	929,261	-6,44	-6,45
SUDESTE	SP	-22,3183631	-47,6587027	611,587	605,392	-6,19	-6,18
SUDESTE	SP	-21,8603153	-47,521114	575,376	568,89	-6,49	-6,45
SUDESTE	SP	-22,4744208	-47,1330459	656,3536	651,038	-5,32	-5,3
SUDESTE	SP	-22,2946693	-47,3931139	684,0032	678,063	-5,94	-5,98
SUDESTE	SP	-23,7062876	-48,4848289	655,0778	652,31	-2,77	-3,37
SUDESTE	SP	-22,8967123	-47,1882946	631,0179	626,297	-4,72	-4,73
SUDESTE	SP	-24,3186943	-48,6182685	839,1592	839,006	-0,15	-0,36
SUDESTE	SP	-24,7381318	-48,5133333	138,8997	138,666	-0,23	-0,29
SUDESTE	SP	-23,779101	-47,5101311	926,8351	923,986	-2,85	-3,45
SUDESTE	SP	-24,3595544	-47,6868589	21,7127	18,294	-3,42	-3,48
SUDESTE	SP	-20,6093896	-50,8098135	407,4772	399,572	-7,91	-7,88
SUDESTE	SP	-20,7841318	-51,2115932	381,5158	374,256	-7,26	-7,26
SUDESTE	SP	-21,3808357	-51,6781356	347,174	341,224	-5,95	-5,97
SUDESTE	SP	-21,8945322	-51,8383588	374,1122	369,249	-4,86	-4,94
SUDESTE	SP	-21,4853677	-51,741837	363,1118	357,429	-5,68	-5,78
SUDESTE	SP	-22,5252621	-50,2887221	536,6942	530,553	-6,14	-6,05
SUDESTE	SP	-22,2653858	-49,9960893	643,1317	636,928	-6,2	-6,27
SUDESTE	SP	-22,2852398	-49,4915072	627,1396	621,015	-6,12	-6,16
SUDESTE	SP	-22,6215843	-49,382739	599,4499	593,542	-5,91	-5,87
SUDESTE	SP	-22,8828887	-48,7578013	799,517	794,082	-5,44	-5,38
SUDESTE	SP	-21,2659502	-47,8181379	574,8117	567,914	-6,9	-6,84
SUDESTE	SP	-20,2449437	-47,8743244	554,196	546,347	-7,85	-7,97
SUDESTE	SP	-23,7562526	-45,8774278	4,686	0,03	-4,66	-4,44
SUDESTE	SP	-23,6672488	-45,4364118	2,9601	-1,797	-4,76	-4,66
SUDESTE	SP	-24,0315672	-46,3993456	90,0354	85,337	-4,7	-4,73
SUDESTE	SP	-24,2812211	-47,2247038	53,5078	49,914	-3,59	-3,62
SUDESTE	SP	-24,2225386	-47,9270063	33,2165	29,993	-3,22	-3,34
SUDESTE	SP	-23,0394185	-47,897598	569,9511	564,506	-5,45	-5,38
SUL	PR	-25,4555288	-49,2374304	907,1592	911,134	3,97	3,94
SUL	PR	-25,4483686	-49,2309548	921,8136	925,765	3,95	3,92
SUL	PR	-25,4521318	-49,7136358	1145,2642	1149,698	4,43	4,37
SUL	PR	-25,4522587	-49,2359361	909,6678	913,689	4,02	3,94
SUL	PR	-25,4540867	-49,2367715	907,1669	911,184	4,02	3,94
SUL	PR	-25,5791022	-54,5591295	179,9379	185,023	5,09	5,11
SUL	PR	-23,0927217	-52,4412033	469,5184	467,495	-2,02	-2,01
SUL	PR	-24,7530239	-51,7761673	893,1957	894,896	1,7	1,69
SUL	PR	-22,9354305	-52,1400965	441,4813	438,788	-2,69	-2,63
SUL	PR	-22,6963865	-51,7919334	379,5623	375,727	-3,84	-3,7
SUL	PR	-24,7249367	-49,9863699	1037,6702	1041,746	4,08	4,04
SUL	PR	-24,0153659	-51,0917001	1011,9916	1011,977	-0,01	-0,15
SUL	PR	-24,2556929	-49,7132373	834,7715	836,262	1,49	1,54
SUL	PR	-23,2464698	-50,7269278	400,293	396,114	-4,18	-4,09
SUL	PR	-24,080816	-54,1870607	270,5384	273,153	2,61	2,61
SUL	PR	-23,8749019	-53,8909314	377,9957	379,521	1,53	1,6
SUL	PR	-23,3961134	-53,6222441	362,955	362,887	-0,07	-0,08
SUL	PR	-22,7375937	-52,9735705	310,6524	308,626	-2,03	-2,04
SUL	PR	-23,0226641	-52,4950248	456,9818	454,907	-2,07	-2,06
SUL	PR	-23,1933283	-51,8884273	507,0626	504,47	-2,59	-2,59
SUL	PR	-23,3276676	-51,543765	725,2178	722,311	-2,91	-2,43
SUL	PR	-23,3143239	-51,3653151	746,4917	743,741	-2,75	-2,81
SUL	PR	-23,4107314	-51,435637	812,5224	810,325	-2,2	-2,25
SUL	PR	-23,6620747	-51,6917918	606,1806	604,353	-1,83	-1,83
SUL	PR	-24,0999335	-51,6498157	539,0504	537,752	-1,3	-1,26
SUL	PR	-23,6882243	-49,8335201	624,6169	622,396	-2,22	-2,25
SUL	PR	-23,8896361	-50,2722059	684,8542	683,939	-0,92	-0,9
SUL	PR	-24,1700992	-49,7982672	939,4021	940,479	1,08	1,06
SUL	PR	-24,9741911	-54,3917991	232,7519	237,311	4,56	4,6
SUL	PR	-24,4888138	-52,8938454	513,529	514,586	1,06	1,06
SUL	PR	-24,0962411	-52,6232107	590,2758	590,295	0,02	0,07
SUL	PR	-25,0019778	-53,5021462	748,8069	752,277	3,47	3,39
SUL	PR	-25,1091331	-52,8558666	835,11	837,565	2,46	2,37
SUL	PR	-25,5220336	-51,5398838	1064,1606	1068,661	4,5	4,46
SUL	PR	-25,1790674	-50,656142	822,5612	826,231	3,67	3,68
SUL	PR	-25,2185833	-50,0563493	823,697	827,948	4,25	4,24
SUL	PR	-25,6342143	-49,8312629	899,3279	903,617	4,29	4,3
SUL	PR	-26,2173672	-51,5172326	912,5509	918,81	6,26	6,2
SUL	PR	-24,6651829	-50,6833077	933,194	935,869	2,68	2,67
SUL	PR	-25,1113018	-48,7648235	747,6572	749,259	1,6	1,64
SUL	PR	-25,6973313	-48,4759079	4,8328	4,807	-0,03	-0,1
SUL	PR	-24,00364	-50,4464865	867,9588	868,008	0,05	0
SUL	PR	-23,5312014	-50,1197177	487,3743	484,173	-3,2	-3,14
SUL	PR	-25,2265814	-50,5992965	875,2503	879,153	3,9	3,8
SUL	PR	-24,5665493	-51,3375284	536,5017	537,333	0,83	0,84
SUL	PR	-23,7223914	-52,180014	375,0813	373,219	-1,86	-1,85
SUL	PR	-23,7893704	-53,0603096	471,0216	471,05	0,03	-0,05
SUL	PR	-24,5570774	-52,9985344	485,7066	486,95	1,24	1,26
SUL	PR	-24,3755293	-53,8350235	382,0367	384,635	2,6	2,65
SUL	PR	-25,1499081	-53,843908	672,8605	676,829	3,97	3,95
SUL	PR	-25,7498442	-53,0535789	511,5749	514,3	2,73	2,85
SUL	PR	-26,2665338	-52,7826059	689,72	694,388	4,67	4,6
SUL	PR	-25,4258255	-52,0179865	770,1935	773,504	3,31	3,31
SUL	PR	-25,6969978	-51,6599773	1052,0128	1056,85	4,84	4,82
SUL	RS	-30,0740424	-51,1197648	72,1713	76,745	4,57	5,14
SUL	RS	-30,0731809	-51,1197747	73,565	78,721	5,16	5,14
SUL	RS	-29,8343847	-55,6858042	130,2426	142,374	12,13	12,12
SUL	RS	-30,8582436	-55,5020138	199,5471	213,375	13,83	13,82
SUL	RS	-30,3812448	-56,397078	149,0281	162,57	13,54	13,57
SUL	RS	-30,1779067	-56,0547412	226,8723	239,91	13,04	13,08
SUL	RS	-30,2415909	-54,9508785	139,4164	151,443	12,03	12,07
SUL	RS	-29,6663734	-54,6727409	119,725	130,041	10,32	10,34
SUL	RS	-29,6953655	-53,7750871	115,7138	125,278	9,56	9,6
SUL	RS	-29,7108457	-53,7168047	85,7358	95,244	9,51	9,5
SUL	RS	-32,2491159	-53,553677	136,5659	148,49	11,92	12
SUL	RS	-33,7012836	-53,4210334	8,6774	20,519	11,84	11,88
SUL	RS	-31,8137886	-54,15675	144,1824	157,379	13,2	13,11
SUL	RS	-28,3783195	-54,2837667	265,5776	274,147	8,57	8,63
SUL	RS	-28,0563437	-51,1297603	914,1433	921,153	7,01	6,98
SUL	RS	-28,7376917	-51,0932345	851,2865	858,161	6,87	6,82
SUL	RS	-27,8145386	-53,0392795	453,6065	460,61	7	7,6
SUL	RS	-28,6356413	-53,6138781	471,0538	480,033	8,98	8,96
SUL	RS	-29,1720307	-52,2058918	499,1586	506,793	7,63	7,57
SUL	RS	-28,6140513	-51,8773767	490,1383	497,508	7,37	7,33
SUL	RS	-28,669325	-50,4358872	1051,0259	1057,556	6,53	6,52
SUL	RS	-31,3907267	-52,6774992	418,7161	429,187	10,47	10,57
SUL	RS	-30,1565119	-52,1174592	61,3709	68,332	6,96	7,04
SUL	RS	-30,2422288	-52,7474274	51,2849	60,073	8,79	8,9
SUL	RS	-29,5888169	-51,0865437	170,8569	175,97	5,11	5,18
SUL	RS	-31,6957181	-52,4239901	31,854	41,275	9,42	9,48
SUL	RS	-30,9438728	-54,1097508	312,6694	325,674	13	13,06
SUL	RS	-29,7002478	-52,8594946	126,6438	134,924	8,28	8,3
SUL	RS	-31,5555776	-53,4096287	458,0653	470,551	12,49	12,41
SUL	RS	-29,315358	-50,2135038	901,6531	906,863	5,21	5,11
SUL	RS	-29,7781008	-50,1743609	16,4571	19,768	3,31	3,43
SUL	RS	-28,3659853	-52,9773522	539,6713	548,111	8,44	8,45
SUL	RS	-29,163034	-51,8577433	56,9282	63,46	6,53	6,59
SUL	RS	-27,9776355	-52,9048375	602,0904	610,055	7,96	7,99
SUL	RS	-27,6757763	-53,8033315	436,8107	444,313	7,5	7,47
SUL	RS	-27,7893339	-54,3863383	251,3848	259,335	7,95	7,87
SUL	RS	-27,1640747	-53,4056677	228,5523	234,11	5,56	5,59
SUL	RS	-27,287478	-52,9441518	480,8759	486,994	6,12	6,16
SUL	RS	-27,641054	-52,2959273	786,7734	794,134	7,36	7,35
SUL	RS	-27,952855	-52,0156978	645,574	652,833	7,26	7,26
SUL	RS	-27,5689193	-51,941094	697,1903	703,68	6,49	6,52
SUL	RS	-29,79366	-57,0137974	72,1014	85,951	13,85	13,97
SUL	RS	-28,9132564	-55,6219985	138,6481	149,119	10,47	10,45
SUL	RS	-28,5957574	-55,6522755	113,0949	123,388	10,29	10,26
SUL	RS	-28,4930223	-55,3718821	130,2483	139,864	9,62	9,62
SUL	RS	-30,8820615	-54,8822201	155,484	169,048	13,56	13,48
SUL	RS	-31,2652444	-54,1393153	300,2908	313,451	13,16	13,16
SUL	RS	-30,6938168	-53,2466714	115,864	127,012	11,15	11,12
SUL	RS	-30,339687	-54,0594236	116,5677	127,939	11,37	11,32
SUL	RS	-29,1252183	-53,6490929	434,8825	444,222	9,34	9,4
SUL	RS	-29,1019563	-54,9175902	407,2176	417,754	10,54	10,46
SUL	RS	-29,0751762	-54,5091646	386,4286	396,494	10,07	10,11
SUL	RS	-32,098683	-52,9104723	60,1643	70,735	10,57	10,51
SUL	RS	-31,3140645	-52,0227903	29,2921	37,898	8,61	8,53
